Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_178_50_0	omega_178_50	40ef36c50888699e21a71fd94d3d1193	0.677	0.583	0.094	0.96	0.774	0.187	0.862	0.703	0.158	828.781
omega_368_32_0	omega_368_32	36d59e60b45de4523b49fd49e2a4da1b	0.676	0.459	0.218	0.997	0.645	0.352	0.977	0.614	0.363	725.364
omega_1504_23_0	omega_1504_23	0d4e73c242a9505e657eeadb64169590	0.675	0.597	0.078	1.023	0.876	0.148	0.794	0.652	0.142	761.679
omega_761_1_0	omega_761_1	216843f199241ea0e3c1425582292f31	0.675	0.526	0.149	1.164	0.82	0.343	0.803	0.595	0.208	693.567
omega_1440_6_0	omega_1440_6	efab2ba23966ce68bba225751c78017f	0.675	0.46	0.215	1.007	0.663	0.344	0.964	0.601	0.364	707.388
omega_507_47_0	omega_507_47	526ee0391b6fdac8ec29c79f83f3d96f	0.675	0.574	0.1	0.904	0.736	0.168	0.924	0.723	0.201	855.54
omega_1245_27_0	omega_1245_27	08d1bd11003fa0f4ff83c577340979f6	0.674	0.601	0.073	0.912	0.783	0.129	0.866	0.721	0.145	850.167
omega_1073_8_0	omega_1073_8	ec7b4cb1a502fe5a8c3d70f97845708d	0.674	0.43	0.245	1.065	0.676	0.389	0.938	0.541	0.397	633.548
omega_2072_44_0	omega_2072_44	a3a30d82dc7e43fcd15e7809f2766d11	0.674	0.454	0.22	0.99	0.641	0.349	0.981	0.61	0.372	719.888
omega_2005_9_0	omega_2005_9	aa4e644f641a9b602f9c3e52a1d547f0	0.674	0.55	0.123	1.133	0.879	0.253	0.789	0.595	0.193	692.453
omega_357_2_0	omega_357_2	1a8511a9ea3201ea4da0cea26d3d6ddb	0.673	0.518	0.156	1.05	0.756	0.294	0.87	0.622	0.248	728.764
omega_2115_4_0	omega_2115_4	9cd97851943d6dabdcc45210a5a97fa1	0.673	0.537	0.137	1.039	0.788	0.251	0.858	0.627	0.231	734.333
omega_2171_45_0	omega_2171_45	fe0584b1f662342bee0e9dbbf6743a24	0.673	0.458	0.215	0.928	0.596	0.332	1.042	0.665	0.378	792.02
omega_558_42_0	omega_558_42	f782a309c61b763692c4a809e293236b	0.672	0.506	0.166	1.133	0.785	0.348	0.829	0.588	0.241	686.466
omega_1425_15_0	omega_1425_15	5a43ea02cd90d248c23f060788a8263c	0.672	0.518	0.154	1.201	0.844	0.357	0.786	0.573	0.213	666.9
omega_943_33_0	omega_943_33	8a87d4081ba5ca3ade698cae1629ff24	0.672	0.498	0.174	0.98	0.677	0.304	0.943	0.654	0.29	772.398
omega_546_47_0	omega_546_47	f211ef078a79cf24d30dab4e54f92fd7	0.672	0.496	0.175	1.075	0.732	0.343	0.871	0.607	0.264	711.507
omega_1177_6_0	omega_1177_6	62533814350fa4ff7da468a02a2d2298	0.671	0.548	0.123	1.032	0.802	0.229	0.844	0.633	0.211	741.254
omega_1340_49_0	omega_1340_49	1f5551398b8127b648e670a3f1df0792	0.671	0.508	0.163	0.945	0.678	0.266	0.965	0.67	0.295	792.87
omega_298_36_0	omega_298_36	af9a0661d7b15b167213c8d7a5b1fedc	0.671	0.494	0.177	0.984	0.662	0.322	0.943	0.66	0.282	781.875
omega_2181_21_0	omega_2181_21	02e09f03d0dee50b1ebfbe0b094b4cc3	0.671	0.527	0.144	1.065	0.749	0.315	0.849	0.64	0.209	751.299
omega_1992_5_0	omega_1992_5	033b7c81117c5f944fc5340eb360776e	0.671	0.534	0.137	0.883	0.673	0.21	1.003	0.72	0.283	855.67
omega_612_23_0	omega_612_23	46a04498ca0b0bc4faea7438c250860b	0.67	0.536	0.134	0.941	0.71	0.23	0.929	0.686	0.243	810.342
omega_709_6_0	omega_709_6	670532d2ad1839d19e599b4425062008	0.67	0.463	0.207	1.338	0.889	0.449	0.768	0.491	0.277	567.589
omega_719_4_0	omega_719_4	a9a26dcd547c9a38477bc2d7653f8a66	0.67	0.489	0.18	0.941	0.684	0.257	1.009	0.632	0.377	744.96
omega_1001_14_0	omega_1001_14	d8b87dda71af5cf5b9307bc3537f605d	0.669	0.539	0.13	1.002	0.738	0.264	0.87	0.667	0.203	785.46
omega_635_42_0	omega_635_42	7ff0634b516822fede99bd0f6f43db1c	0.668	0.513	0.155	0.892	0.651	0.241	1.012	0.708	0.304	841.959
omega_372_38_0	omega_372_38	08b20f468d06a090b4f24ca1e988dd47	0.668	0.505	0.162	0.934	0.662	0.272	0.968	0.681	0.287	807.77
omega_1050_20_0	omega_1050_20	cae2e607b218d9c9f389a2533c8d8bea	0.668	0.422	0.246	1.168	0.579	0.59	0.906	0.609	0.296	723.63
omega_1902_3_0	omega_1902_3	232c8f99745925e79fa3d7fce2744256	0.667	0.56	0.107	1.032	0.795	0.237	0.818	0.654	0.163	767.357
omega_1991_11_0	omega_1991_11	d237889934fa0942714efc4456459b32	0.667	0.446	0.221	0.888	0.586	0.302	1.103	0.651	0.452	775.764
omega_1847_5_0	omega_1847_5	58e938c4e463904752f524773c869181	0.666	0.478	0.188	1.018	0.667	0.351	0.917	0.628	0.289	741.231
omega_1079_16_0	omega_1079_16	c22bbdea5c9a8bc32324d8cc4bc5127e	0.666	0.477	0.189	0.957	0.643	0.314	0.972	0.648	0.323	767.996
omega_448_1_0	omega_448_1	f85b983bd19049096b0a8f8961aa9e45	0.666	0.49	0.176	1.23	0.856	0.374	0.784	0.534	0.25	619.153
omega_465_13_0	omega_465_13	d5d6a32d1779bd507f41c63c221c76f3	0.666	0.477	0.189	0.951	0.638	0.313	0.977	0.654	0.323	775.625
omega_601_1_0	omega_601_1	e6b3009221af46c3af34dc26b083864f	0.666	0.474	0.192	0.927	0.611	0.316	1.007	0.679	0.328	809.41
omega_1308_22_0	omega_1308_22	13f67a5765707f563ba77fae095c0faf	0.666	0.525	0.141	0.977	0.727	0.25	0.899	0.654	0.245	770.037
omega_62_28_0	omega_62_28	2c058ff006dc3a863af98c48245b14d3	0.665	0.508	0.157	1.111	0.782	0.329	0.823	0.592	0.23	691.698
omega_494_35_0	omega_494_35	979c8f0786574134b75e455c40040a90	0.665	0.469	0.195	0.919	0.625	0.295	1.021	0.654	0.367	776.25
omega_1620_49_0	omega_1620_49	8cde6f7228c34837e9704f565471ed61	0.665	0.512	0.152	0.88	0.641	0.238	1.014	0.718	0.296	856.396
omega_1269_1_0	omega_1269_1	0ac0a7ae55a74cd44bbc7d241565b14c	0.664	0.486	0.179	0.925	0.627	0.298	0.992	0.684	0.308	813.512
omega_1172_1_0	omega_1172_1	f6c3c1b80f5c102297543569552aaeb5	0.664	0.542	0.122	0.916	0.741	0.175	0.955	0.669	0.285	788.296
omega_1634_19_0	omega_1634_19	3364c07b4334ef2b2c63569054df6668	0.664	0.439	0.225	0.975	0.63	0.346	0.983	0.591	0.392	697.662
omega_1560_18_0	omega_1560_18	b3e67860d0eb3ec66bbf7d5e0092b34f	0.663	0.431	0.232	0.978	0.613	0.365	0.981	0.591	0.39	699.011
omega_595_36_0	omega_595_36	5b10d36e4109744f010e4798f13c4c41	0.663	0.533	0.13	1.04	0.785	0.255	0.834	0.624	0.209	730.83
omega_21_16_0	omega_21_16	b1aedd65d386e6a00eeab3db06f8defd	0.663	0.546	0.117	0.983	0.756	0.228	0.856	0.663	0.193	779.864
omega_1317_14_0	omega_1317_14	e1e4ce35936507db46c658018d3c5824	0.663	0.445	0.218	0.998	0.631	0.367	0.95	0.6	0.35	708.938
omega_154_16_0	omega_154_16	2d3ef24158320b94d3e325330ae1a0d8	0.662	0.517	0.145	1.076	0.785	0.291	0.827	0.602	0.225	703.9
omega_1544_32_0	omega_1544_32	80feb96091613be62392fb0dd2a2be1a	0.662	0.485	0.177	1.002	0.697	0.304	0.912	0.614	0.297	722.784
omega_420_11_0	omega_420_11	b9fb7e881aff04e7f47757ab071ecf2b	0.661	0.556	0.106	0.982	0.794	0.187	0.844	0.649	0.194	760.96
omega_618_15_0	omega_618_15	820370a9f7429ba1935ced6a92195de5	0.661	0.479	0.181	0.988	0.685	0.303	0.927	0.615	0.312	724.209
omega_644_18_0	omega_644_18	93272330cc98cab372edf01af2055219	0.661	0.488	0.173	1.155	0.825	0.33	0.81	0.545	0.266	632.985
omega_2070_10_0	omega_2070_10	e92a0a12dc67599c712294315276feae	0.661	0.497	0.164	1.142	0.82	0.322	0.808	0.558	0.25	649.314
omega_1489_33_0	omega_1489_33	c5d9d45fb90653f4b8118693acfa77d7	0.661	0.467	0.193	1.026	0.646	0.38	0.91	0.628	0.283	742.236
omega_1912_47_0	omega_1912_47	5d480c76e30e2428d9486026a9b8289c	0.661	0.43	0.231	0.937	0.564	0.373	1.021	0.644	0.377	768.113
omega_19_37_0	omega_19_37	43aa44877f098bad2bd1c9eb54ee53ce	0.661	0.462	0.199	1.042	0.669	0.373	0.897	0.599	0.298	704.707
omega_1796_25_0	omega_1796_25	9bd4a9d6c66ef3c817058690de405c9c	0.661	0.514	0.147	0.933	0.674	0.259	0.937	0.683	0.254	809.721
omega_1178_18_0	omega_1178_18	f0b5959c2654a0969ea2288d504e8b65	0.66	0.415	0.246	1.018	0.574	0.444	0.954	0.599	0.355	711.239
omega_138_17_0	omega_138_17	fc1a6bbc2a24fc49dcb07d2a9e4758f4	0.66	0.495	0.165	1.027	0.712	0.315	0.877	0.618	0.259	726.861
omega_2038_12_0	omega_2038_12	a3d15f414e64309540398556831a057d	0.66	0.517	0.143	1.142	0.838	0.305	0.787	0.575	0.212	669.093
omega_1378_10_0	omega_1378_10	d5e48423468534c477c074549b3f9d00	0.66	0.495	0.165	1.198	0.883	0.314	0.787	0.529	0.258	613.127
omega_687_42_0	omega_687_42	0984db0400aeb7cae0fcd5b1dbea7b70	0.659	0.55	0.109	0.973	0.766	0.207	0.848	0.661	0.186	777.26
omega_749_39_0	omega_749_39	f6be43018b2b375592365a3d3b801100	0.659	0.516	0.143	0.957	0.694	0.264	0.906	0.669	0.237	790.261
omega_490_7_0	omega_490_7	238308f5b158d80a462ab32164f16b83	0.659	0.408	0.251	0.939	0.545	0.394	1.026	0.618	0.408	737.723
omega_216_1_0	omega_216_1	302e138f72c0bd8ab63af070535a94c8	0.658	0.487	0.171	1.122	0.807	0.314	0.824	0.551	0.273	640.579
omega_1170_32_0	omega_1170_32	d55dc273da94d7ba52e53165b1506d78	0.657	0.498	0.159	1.149	0.833	0.315	0.796	0.553	0.243	643.343
omega_1982_9_0	omega_1982_9	61c44b9cafce9c28158076d9989b2fd6	0.657	0.544	0.113	0.885	0.698	0.187	0.934	0.712	0.222	843.584
omega_2139_16_0	omega_2139_16	3122f9498c9decb8ddfc29c257945e48	0.657	0.462	0.195	1.021	0.676	0.344	0.903	0.593	0.31	697.089
omega_135_45_0	omega_135_45	190f09043bf6d6b63c0626d488dbd767	0.657	0.6	0.057	1.001	0.833	0.168	0.761	0.682	0.079	799.592
omega_681_1_0	omega_681_1	66243143ecb47ef66321a237f7284c1e	0.656	0.52	0.137	0.945	0.705	0.24	0.905	0.664	0.241	783.984
omega_963_28_0	omega_963_28	54520b44a81ef6a1c63dc0202d44a56e	0.656	0.516	0.14	1.068	0.701	0.367	0.846	0.662	0.184	781.009
omega_24_6_0	omega_24_6	d28908d5b40cd603a873536d3719a756	0.655	0.476	0.179	1.177	0.827	0.35	0.797	0.529	0.268	614.071
omega_2017_2_0	omega_2017_2	07f263304f073f2663f73e7a6954210d	0.655	0.522	0.134	1.035	0.764	0.271	0.83	0.621	0.209	728.367
omega_1039_5_0	omega_1039_5	41caec3b939a5e1f3c7514fae741af08	0.655	0.613	0.042	1.079	0.981	0.098	0.689	0.62	0.07	719.35
omega_669_19_0	omega_669_19	4278d847fc0c75d968a1864cd84b4e64	0.655	0.398	0.257	0.864	0.498	0.366	1.128	0.665	0.462	802.763
omega_355_31_0	omega_355_31	7b4582294a1bb1acae504488e4771b36	0.654	0.434	0.22	0.912	0.579	0.333	1.028	0.634	0.394	754.983
omega_1285_9_0	omega_1285_9	780e388b2db2bce9785f4c38a483e017	0.654	0.575	0.079	0.948	0.788	0.16	0.816	0.68	0.136	798.961
omega_1201_9_0	omega_1201_9	173b56fd2c72db6523785d01170878d4	0.653	0.519	0.135	1.191	0.92	0.272	0.754	0.543	0.211	629.069
omega_2018_8_0	omega_2018_8	5a0876add799c903c5d0b6f901ed92ba	0.653	0.472	0.181	1.038	0.699	0.339	0.872	0.593	0.279	696.312
omega_68_22_0	omega_68_22	ccfaff370e5884e26c021225319689e5	0.653	0.437	0.216	0.907	0.566	0.341	1.029	0.658	0.371	786.28
omega_568_28_0	omega_568_28	d346ca14292c1ac234e50de6bbe4138d	0.653	0.446	0.207	0.839	0.556	0.284	1.126	0.694	0.431	833.908
omega_1205_5_0	omega_1205_5	8c179ef6006a0282a0964940cf3413f8	0.653	0.459	0.193	1.101	0.755	0.346	0.844	0.54	0.304	629.501
omega_1886_2_0	omega_1886_2	8ec08fff1017c26108e4539d69e54d9d	0.652	0.601	0.051	0.915	0.824	0.091	0.792	0.69	0.102	810.188
omega_1082_1_0	omega_1082_1	58dea3a7c5c6f314539341cff09adfd6	0.652	0.543	0.109	0.919	0.734	0.185	0.886	0.676	0.21	796.548
omega_1675_2_0	omega_1675_2	e4e7b68a8bb44cfd0ef42ff64b39f871	0.652	0.501	0.151	0.97	0.718	0.252	0.897	0.624	0.273	733.164
omega_1305_36_0	omega_1305_36	f9309fc56718878f64027dc68676c663	0.65	0.515	0.135	1.208	0.916	0.291	0.742	0.541	0.201	625.97
omega_1255_3_0	omega_1255_3	7576d0cad26b0ee95040958e0f3abd7d	0.65	0.498	0.152	0.905	0.66	0.245	0.956	0.669	0.287	792.907
omega_532_3_0	omega_532_3	2b8715380da0feec81e54b4c21e0af05	0.65	0.522	0.128	0.932	0.716	0.215	0.898	0.658	0.24	775.307
omega_126_16_0	omega_126_16	b6a430d07a8b0c9295851781fab910ec	0.65	0.517	0.133	1.133	0.873	0.259	0.773	0.558	0.215	648.207
omega_346_46_0	omega_346_46	ac43c43caaec6cc6d4b74a989fd407b1	0.649	0.473	0.176	0.892	0.623	0.269	0.999	0.663	0.336	787.838
omega_1997_10_0	omega_1997_10	acad2644255c5f62265878636c2fa3c7	0.648	0.518	0.13	1.156	0.896	0.26	0.758	0.551	0.206	639.32
omega_193_27_0	omega_193_27	1aa35a58e96e8f3655af2f53c4218343	0.648	0.443	0.205	0.944	0.625	0.319	0.969	0.604	0.365	713.524
omega_1309_5_0	omega_1309_5	730b4261ada5c9c388519d0ad893a7b1	0.648	0.417	0.231	0.914	0.536	0.378	1.026	0.653	0.373	782.677
omega_1242_45_0	omega_1242_45	b7deadbaf28151df3c8062c1f30db677	0.647	0.501	0.146	1.006	0.724	0.282	0.853	0.619	0.233	727.653
omega_2049_36_0	omega_2049_36	22a747d40671e27f029457b645c767c1	0.647	0.535	0.111	0.973	0.738	0.235	0.835	0.661	0.175	778.017
omega_134_2_0	omega_134_2	e9d51ecf070af3b510b62b268f5cb1c6	0.646	0.502	0.144	1.127	0.752	0.375	0.791	0.602	0.189	705.401
omega_1212_20_0	omega_1212_20	1f85f4783e849831eabf0e7914f3c3b2	0.646	0.514	0.132	0.976	0.73	0.246	0.856	0.635	0.222	746.436
omega_578_39_0	omega_578_39	33ccc395fe168c3e20652b180c37f33f	0.646	0.539	0.107	0.93	0.726	0.204	0.861	0.676	0.185	797.702
omega_648_48_0	omega_648_48	5c7e392bb45ad8bf6dce71ead320c135	0.646	0.596	0.05	1.026	0.892	0.134	0.716	0.642	0.073	748.74
omega_950_27_0	omega_950_27	92883c5004fea3042ed66ab7ecb58ffd	0.645	0.462	0.183	0.928	0.623	0.305	0.956	0.642	0.314	761.356
omega_1481_47_0	omega_1481_47	cda52e92f7a5f6d820e910a5a1c32bc5	0.645	0.525	0.12	1.033	0.788	0.245	0.801	0.612	0.189	715.497
omega_1669_31_0	omega_1669_31	47c9d1779df3406cee712a68d516b122	0.644	0.419	0.225	0.896	0.543	0.353	1.031	0.648	0.384	775.146
omega_850_24_0	omega_850_24	9307b3067eb0b18fa5028ad42b132845	0.644	0.39	0.254	0.98	0.565	0.415	0.953	0.557	0.396	659.355
omega_1842_2_0	omega_1842_2	8a68419bce17ff626f8910035517bb43	0.643	0.412	0.231	0.965	0.609	0.357	0.956	0.561	0.395	661.605
omega_764_3_0	omega_764_3	aa3c82ef6b58b2cba513fef74990cc12	0.643	0.566	0.077	0.835	0.716	0.12	0.906	0.731	0.175	866.461
omega_116_46_0	omega_116_46	cd271890065f7e757a3ee69fa802c6ab	0.643	0.46	0.183	0.85	0.574	0.276	1.049	0.698	0.351	836.617
omega_1744_28_0	omega_1744_28	3eb35e2b415f3c2bf924ff598ae1e660	0.642	0.478	0.164	1.114	0.77	0.344	0.796	0.558	0.239	650.352
omega_1256_11_0	omega_1256_11	d46364d983de52bf40ce8192f26823c6	0.642	0.561	0.081	0.968	0.82	0.148	0.791	0.639	0.152	747.837
omega_1628_49_0	omega_1628_49	93001c194007837e93c890ccfcb1d07a	0.641	0.456	0.186	0.915	0.617	0.298	0.966	0.635	0.331	753.314
omega_1047_10_0	omega_1047_10	60f294420b31faa15e448479798b1f5c	0.641	0.498	0.143	1.179	0.893	0.286	0.753	0.53	0.223	613.545
omega_1019_27_0	omega_1019_27	73a94c27c60bfb8d134ec90bc89b04ae	0.641	0.47	0.171	1.009	0.666	0.343	0.869	0.614	0.255	724.305
omega_1966_20_0	omega_1966_20	7a935cc2adfdb2ffbc60831715b9595b	0.641	0.373	0.268	0.981	0.497	0.484	0.973	0.598	0.375	715.862
omega_1958_5_0	omega_1958_5	3447adb1f00a44b5df95c8acbf233aed	0.641	0.458	0.183	1.056	0.734	0.322	0.846	0.549	0.298	640.529
omega_1234_19_0	omega_1234_19	d0abfb8c68a9751748a64a67f258ef3b	0.639	0.569	0.07	1.015	0.869	0.146	0.74	0.623	0.117	725.865
omega_2080_28_0	omega_2080_28	88a23f7e737c6ba4108b0f64deee816d	0.638	0.526	0.112	0.914	0.711	0.203	0.87	0.669	0.201	790.066
omega_750_43_0	omega_750_43	e151885430c6d4b9094a5ac0a498d521	0.638	0.47	0.168	0.911	0.646	0.265	0.948	0.633	0.315	748.132
omega_896_18_0	omega_896_18	7e7719ecbad84ddf928490cea720ef85	0.638	0.505	0.133	1.104	0.83	0.274	0.769	0.563	0.206	654.814
omega_231_1_0	omega_231_1	b4bee14299894d032c6e81eb8ea5921f	0.638	0.501	0.137	1.085	0.824	0.261	0.784	0.562	0.222	653.395
omega_38_37_0	omega_38_37	268e400a257fcbf49dde53d21c01f730	0.637	0.609	0.028	0.857	0.794	0.063	0.772	0.723	0.048	852.351
omega_1633_5_0	omega_1633_5	ac2cd0b75578a491afcb406383ce9740	0.637	0.558	0.079	1.093	0.83	0.263	0.731	0.63	0.102	735.612
omega_1218_16_0	omega_1218_16	10ccc253635510c196b726b8629f3f6e	0.637	0.561	0.075	0.813	0.675	0.138	0.912	0.769	0.143	917.656
omega_1854_10_0	omega_1854_10	663fa80cd7b0c09bb2154d2d249bb6ed	0.637	0.511	0.125	1.188	0.919	0.269	0.726	0.535	0.19	619.516
omega_721_2_0	omega_721_2	faca9308442008022ea62a0b01ffd45b	0.636	0.558	0.078	0.942	0.798	0.144	0.796	0.65	0.147	761.295
omega_449_3_0	omega_449_3	445c8dfad7bcef0d51bc668df48a9bc9	0.635	0.476	0.159	0.862	0.63	0.231	0.996	0.661	0.335	784.436
omega_1645_4_0	omega_1645_4	2c9fe0794b6c7e19dec05b911712318d	0.634	0.499	0.135	1.292	0.906	0.386	0.699	0.527	0.172	609.726
omega_1729_7_0	omega_1729_7	453bf1403e08a1c346c47e36fa0d23d8	0.633	0.498	0.135	1.247	0.935	0.312	0.709	0.516	0.193	595.593
omega_693_16_0	omega_693_16	653130a650b2d93378e9580d720eba62	0.632	0.488	0.144	1.221	0.915	0.306	0.725	0.511	0.214	590.732
omega_1864_42_0	omega_1864_42	5ec3f8251e37b339205bb9da0b1bae88	0.632	0.423	0.208	0.935	0.595	0.339	0.945	0.595	0.351	704.058
omega_156_25_0	omega_156_25	1c42a11d82525c581e3b42f05b485aa1	0.632	0.457	0.175	0.906	0.624	0.282	0.945	0.631	0.314	747.953
omega_1799_9_0	omega_1799_9	d1689c888460fa0d18d967a799060743	0.632	0.427	0.205	0.983	0.595	0.388	0.904	0.602	0.303	712.708
omega_72_19_0	omega_72_19	63a7a644d1af5d3be74ed4d924317cdf	0.631	0.504	0.127	0.904	0.696	0.208	0.893	0.646	0.247	762.226
omega_1899_16_0	omega_1899_16	b0c1a73ea89d943e6a2d31c10c9892b4	0.63	0.51	0.12	1.165	0.943	0.222	0.733	0.527	0.206	608.545
omega_972_2_0	omega_972_2	1ff1dd9ebc140bcc91dcd425b8d98439	0.63	0.524	0.106	1.109	0.889	0.22	0.73	0.561	0.169	650.612
omega_1200_21_0	omega_1200_21	606c8a02dfb21895526b6898511c7c02	0.628	0.499	0.129	0.858	0.648	0.21	0.936	0.685	0.251	813.698
omega_684_9_0	omega_684_9	fd8e5db3d36a63e4c78e78ebbfbf9f8a	0.628	0.452	0.176	0.905	0.629	0.276	0.944	0.616	0.328	728.347
omega_2007_3_0	omega_2007_3	ed3b9605ebfbd9b95dded2245165893c	0.628	0.53	0.098	1.055	0.848	0.207	0.742	0.585	0.157	681.518
omega_1827_32_0	omega_1827_32	71477d3caa6d05e3a756882ae92086cf	0.627	0.465	0.163	0.923	0.661	0.262	0.91	0.61	0.3	719.086
omega_1635_29_0	omega_1635_29	975a34e2c17e3db9dda10bcee38ada04	0.627	0.523	0.104	0.91	0.733	0.176	0.849	0.646	0.203	759.377
omega_903_10_0	omega_903_10	aaef99fa8d8bd7f38a93637f53b38914	0.627	0.553	0.074	1.012	0.858	0.154	0.733	0.609	0.124	709.627
omega_1911_7_0	omega_1911_7	9edb7df74081f6dd8d1c0306160ed97f	0.626	0.52	0.107	1.154	0.877	0.277	0.708	0.561	0.148	650.931
omega_176_10_0	omega_176_10	b9314e54ab57e9a5becdf5d92f0699d7	0.626	0.549	0.077	0.845	0.701	0.145	0.859	0.717	0.142	849.654
omega_1724_49_0	omega_1724_49	5e5947657cb4f639f440853f959c634c	0.625	0.462	0.163	0.905	0.629	0.276	0.92	0.635	0.285	751.747
omega_182_39_0	omega_182_39	02da88fa117dfae2a9a00a8b556b1e11	0.625	0.431	0.194	1.153	0.761	0.392	0.776	0.499	0.277	579.244
omega_1006_29_0	omega_1006_29	6a1fff5ed223cc326a678f424d0d8516	0.624	0.51	0.114	1.043	0.773	0.27	0.764	0.6	0.164	701.911
omega_2137_16_0	omega_2137_16	778142de2cd179d426b35c1effbb0815	0.622	0.492	0.13	0.911	0.688	0.223	0.87	0.633	0.238	745.64
omega_341_42_0	omega_341_42	2b53bc20968669a6d8569d4592512df3	0.622	0.474	0.148	1.078	0.806	0.271	0.78	0.535	0.245	621.513
omega_223_6_0	omega_223_6	04550b8c8331b1219335099291ae4821	0.621	0.426	0.195	0.855	0.57	0.285	1.011	0.627	0.384	746.901
omega_1769_1_0	omega_1769_1	ba0c78502b0ec3e8cff3f658a57aa1b7	0.621	0.52	0.101	0.929	0.76	0.169	0.823	0.622	0.201	729.148
omega_1973_3_0	omega_1973_3	86708d6170d390cc619b158fb3e08fd7	0.621	0.558	0.063	1.115	0.892	0.223	0.679	0.598	0.081	695.361
omega_948_31_0	omega_948_31	a14469141dd71bf6a1c59fd75b6e8287	0.62	0.496	0.124	0.916	0.71	0.206	0.861	0.622	0.239	731.766
omega_2130_32_0	omega_2130_32	48bdb88534427202b213ca3f896a5ebf	0.62	0.431	0.189	1.004	0.651	0.353	0.85	0.56	0.29	657.659
omega_518_5_0	omega_518_5	eddc9afec18f44766c46d19cdf5dba9a	0.619	0.485	0.134	1.113	0.843	0.27	0.743	0.534	0.21	619.276
omega_688_1_0	omega_688_1	b06a5c8a322dd2cd7492d509abef03c1	0.619	0.412	0.207	1.229	0.801	0.428	0.745	0.459	0.286	531.073
omega_160_30_0	omega_160_30	f48e7dce4775fe6fa7584ce1bfa449d6	0.618	0.51	0.108	1.134	0.876	0.258	0.706	0.55	0.157	637.942
omega_2173_2_0	omega_2173_2	821a6b69687a73d61f111cb79595fcdf	0.618	0.493	0.125	1.076	0.834	0.242	0.752	0.546	0.206	634.639
omega_1432_16_0	omega_1432_16	babcea4c2c18de3d9402280775e05678	0.617	0.539	0.078	0.979	0.784	0.194	0.748	0.632	0.116	740.714
omega_1940_10_0	omega_1940_10	658c910e7c6ad6ba444b4334346baea4	0.616	0.493	0.124	1.027	0.801	0.226	0.776	0.562	0.214	654.138
omega_878_9_0	omega_878_9	451f8101267a1f3e8bc35ea80b062f21	0.616	0.418	0.197	0.906	0.569	0.337	0.936	0.613	0.323	728.875
omega_1049_32_0	omega_1049_32	461967b660379ad13ea6d4a1480e6353	0.615	0.46	0.155	1.062	0.673	0.389	0.797	0.592	0.205	696.32
omega_228_42_0	omega_228_42	4f6a947b9d089ecf03d3add95d2dab97	0.614	0.557	0.057	0.856	0.744	0.111	0.793	0.689	0.104	812.347
omega_1758_36_0	omega_1758_36	8e022975f6fceb89d52bc927912f412d	0.613	0.513	0.101	0.858	0.686	0.171	0.866	0.67	0.196	791.988
omega_1816_8_0	omega_1816_8	850a4eab0d3ff3e50931aa8b0fdf5045	0.613	0.517	0.096	1.056	0.801	0.255	0.727	0.593	0.134	691.836
omega_1651_23_0	omega_1651_23	8a029aa096ff936824914fad577732d9	0.613	0.532	0.081	1.043	0.86	0.183	0.709	0.582	0.127	677.395
omega_1417_23_0	omega_1417_23	dc8518d3a03e8d17cd27aa036996744d	0.612	0.564	0.049	0.858	0.765	0.093	0.775	0.682	0.093	802.216
omega_139_3_0	omega_139_3	ae3629d20864029303c0daf0d6c8b1c5	0.611	0.441	0.17	0.856	0.603	0.253	0.963	0.622	0.341	737.989
omega_977_2_0	omega_977_2	9890d62a3c6e3937a6ef3641531125fb	0.609	0.546	0.063	0.973	0.761	0.212	0.742	0.66	0.082	775.511
omega_704_1_0	omega_704_1	c08758bbc0544d815fa6a02ff1f8f43b	0.607	0.49	0.117	0.954	0.754	0.2	0.803	0.583	0.22	681.893
omega_1554_42_0	omega_1554_42	6b8009ef9502dca3ea58c53ab8ad393a	0.606	0.558	0.048	0.963	0.815	0.149	0.706	0.64	0.066	748.805
omega_2120_31_0	omega_2120_31	3ed8451d048e512c1d8ed8adda728de2	0.606	0.48	0.126	0.914	0.681	0.233	0.835	0.62	0.215	729.979
omega_61_3_0	omega_61_3	7c375a58fd694650c0c14179d82b2e80	0.605	0.512	0.093	0.973	0.813	0.16	0.763	0.581	0.182	676.796
omega_1167_37_0	omega_1167_37	888f7a0f7d143fd001571eb8ccaaedd8	0.604	0.485	0.12	0.857	0.648	0.209	0.876	0.657	0.218	779.048
omega_531_37_0	omega_531_37	78f28b2a513f855f7703fb2277154adc	0.603	0.402	0.202	0.821	0.532	0.289	1.022	0.621	0.401	741.907
omega_754_5_0	omega_754_5	3d35592141fd4a7534b337da5db8f731	0.603	0.498	0.105	0.806	0.638	0.168	0.914	0.693	0.221	824.31
omega_520_1_0	omega_520_1	b3e623555e786e57238f7d150c6a6a96	0.603	0.466	0.137	1.033	0.782	0.251	0.767	0.535	0.231	623.079
omega_727_2_0	omega_727_2	0096fdb625afa9d405a1a4c06bd24a9a	0.603	0.453	0.15	0.91	0.621	0.289	0.864	0.626	0.238	741.519
omega_1541_48_0	omega_1541_48	ebb1bae8bb83f474a6b50631678104f5	0.602	0.442	0.16	1.175	0.862	0.314	0.722	0.476	0.246	550.111
