Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_1654_27_0	omega_1654_27	6b826b86950709e28cf6d15179d1c198	0.717	0.549	0.168	1.06	0.758	0.302	0.941	0.665	0.275	847.01
omega_903_34_0	omega_903_34	cc1c0045c284d32c1a67ca4d7ae15013	0.717	0.554	0.163	0.937	0.689	0.248	1.06	0.739	0.321	951.752
omega_3493_36_0	omega_3493_36	5151da179d8a5bfc5b7357afd31c12d2	0.717	0.505	0.212	1.071	0.698	0.373	0.975	0.646	0.33	824.131
omega_287_48_0	omega_287_48	ffc5ee9193d68316da98fac5cabc5c9d	0.717	0.526	0.191	1.034	0.665	0.368	0.999	0.714	0.284	919.584
omega_4_12_0	omega_4_12	5d4c007516710d681caaa849be263759	0.716	0.539	0.178	0.983	0.651	0.332	1.034	0.757	0.277	979.464
omega_1584_39_0	omega_1584_39	243edd0787a8451bc514e9d12847ca92	0.716	0.585	0.132	1.138	0.873	0.265	0.846	0.639	0.207	806.997
omega_78_9_0	omega_78_9	ac8101fcd7a38999fba18a2d782ba74d	0.716	0.531	0.185	1.26	0.849	0.411	0.839	0.586	0.253	738.498
omega_2216_7_0	omega_2216_7	7d0dc246164b245b963b020da553ece3	0.716	0.482	0.234	1.236	0.766	0.47	0.883	0.565	0.318	714.024
omega_2823_13_0	omega_2823_13	c85d7f471b4f42e36a6937df0c965877	0.716	0.466	0.251	1.44	0.817	0.623	0.815	0.52	0.295	652.912
omega_1900_2_0	omega_1900_2	c4a01641724e3f98dfdc891c116b6952	0.716	0.573	0.143	1.023	0.763	0.259	0.938	0.696	0.242	887.878
omega_1540_48_0	omega_1540_48	39dd7927f064fb653e447f1b2e6ecfcb	0.716	0.529	0.187	1.171	0.782	0.389	0.885	0.62	0.265	785.867
omega_2352_23_0	omega_2352_23	7b0fc7db6e24b6a8a679fb251df50b13	0.715	0.554	0.161	1.176	0.809	0.367	0.861	0.638	0.223	808.481
omega_1250_26_0	omega_1250_26	36cac9f8135d27f2e24a87d3f237caec	0.715	0.557	0.159	1.17	0.845	0.325	0.857	0.62	0.237	783.087
omega_1226_4_0	omega_1226_4	d77b1af74a1cd68096253525a5a69f0b	0.715	0.598	0.117	1.165	0.887	0.277	0.815	0.648	0.167	818.011
omega_2411_42_0	omega_2411_42	6f40a2036ec55a8b22371ed75a1b6542	0.715	0.498	0.216	1.069	0.678	0.391	0.98	0.653	0.326	835.605
omega_2505_39_0	omega_2505_39	3562101731a6ae789abfd76ad67a6218	0.715	0.531	0.184	1.159	0.778	0.381	0.888	0.625	0.263	792.67
omega_1417_32_0	omega_1417_32	d5935a49585df334a73ee2dd4e0f788d	0.714	0.523	0.192	1.157	0.773	0.384	0.894	0.618	0.277	783.075
omega_988_3_0	omega_988_3	e42a96358bec9f5bf4609df2a554ddeb	0.714	0.526	0.188	1.209	0.814	0.395	0.862	0.598	0.264	755.613
omega_1315_2_0	omega_1315_2	b5a70eccd4476126371c6b7582e32e2e	0.714	0.538	0.176	1.168	0.799	0.369	0.875	0.622	0.253	787.719
omega_1193_6_0	omega_1193_6	ebed09dce633e411a61144abeda6aa97	0.714	0.541	0.173	1.303	0.891	0.412	0.809	0.58	0.229	729.471
omega_3247_42_0	omega_3247_42	55449028d54e7a60c132addb9f331dd6	0.714	0.585	0.129	1.261	0.915	0.346	0.789	0.619	0.17	779.167
omega_1325_34_0	omega_1325_34	78053b67ebdc1bafe552cf26f4d19e55	0.714	0.571	0.143	1.166	0.834	0.331	0.845	0.644	0.202	814.712
omega_941_10_0	omega_941_10	8b346ebdd7853f9cf93eff8f33d4d3d1	0.714	0.494	0.22	1.438	0.877	0.56	0.797	0.53	0.267	664.862
omega_2209_7_0	omega_2209_7	b686737fd581d7ef02b738a8befc2993	0.714	0.512	0.202	1.629	1.0	0.629	0.741	0.512	0.229	639.502
omega_2606_17_0	omega_2606_17	65598458894119e6f61c2d5c101502bd	0.714	0.488	0.225	1.164	0.737	0.427	0.915	0.591	0.323	749.987
omega_2317_7_0	omega_2317_7	71d6c53521f9d707fa6fb1f34d631cc3	0.714	0.473	0.241	1.352	0.862	0.489	0.833	0.511	0.322	640.811
omega_3016_1_0	omega_3016_1	f99a5ef5bf4b4741767053be5cc871f0	0.714	0.503	0.21	1.289	0.879	0.41	0.843	0.541	0.302	678.583
omega_1649_12_0	omega_1649_12	88b058ea6c247d94b345d22a991770fc	0.714	0.541	0.173	1.205	0.814	0.391	0.854	0.618	0.236	781.458
omega_1199_6_0	omega_1199_6	f1763035f41f35418c0e40f0e48b23a4	0.714	0.493	0.22	1.591	0.887	0.704	0.769	0.526	0.243	659.883
omega_2268_14_0	omega_2268_14	8253aef2712b583a2e2ee46071d497be	0.714	0.542	0.172	1.283	0.872	0.411	0.817	0.589	0.228	741.07
omega_406_4_0	omega_406_4	d2f1b464d66ac87e15aeab750b8434a4	0.713	0.493	0.22	1.57	0.949	0.621	0.761	0.507	0.254	633.474
omega_1533_43_0	omega_1533_43	fe8ba4322ad5697c554c629aab65084f	0.713	0.54	0.173	1.213	0.846	0.367	0.846	0.599	0.248	755.313
omega_3256_39_0	omega_3256_39	7e52815df40150f593bb50f3ba39618f	0.713	0.517	0.196	1.097	0.705	0.392	0.942	0.66	0.281	843.546
omega_751_25_0	omega_751_25	3ee090a9e37e45d3d3ce7dcc33fa5f37	0.713	0.561	0.152	1.161	0.79	0.371	0.863	0.659	0.204	837.198
omega_3227_1_0	omega_3227_1	97cdda42a4928d13fbb1a302fc0beb4f	0.713	0.528	0.185	1.131	0.787	0.344	0.901	0.615	0.286	779.15
omega_3149_25_0	omega_3149_25	3954d7e1bf8504258d5cede058a4cf92	0.713	0.508	0.204	1.027	0.655	0.372	1.006	0.694	0.312	892.441
omega_2805_14_0	omega_2805_14	6791f831636d8cbdae6af3d6326a6d02	0.713	0.562	0.15	1.0	0.736	0.264	0.962	0.705	0.258	901.195
omega_592_29_0	omega_592_29	404de7ef1c62a63f6c18dfffcddcf2d1	0.712	0.497	0.215	1.52	0.829	0.692	0.792	0.554	0.238	697.002
omega_806_10_0	omega_806_10	49297d0252d75f41c8d3953de4a14c89	0.712	0.575	0.137	0.878	0.637	0.24	1.097	0.855	0.243	1116.597
omega_923_1_0	omega_923_1	c105b20abed5910e1abab4865e1eb39c	0.712	0.567	0.145	1.133	0.843	0.29	0.858	0.634	0.225	801.577
omega_860_31_0	omega_860_31	0311e67cf3936087063ec2c67beb3d4d	0.712	0.659	0.052	1.044	0.916	0.129	0.783	0.702	0.081	888.354
omega_809_1_0	omega_809_1	b98f0b1c950b8c6cbff03da8491ff50a	0.712	0.565	0.147	1.106	0.822	0.284	0.877	0.643	0.233	814.777
omega_1078_32_0	omega_1078_32	110ec231d8d2f50006b945bec5ecc087	0.711	0.531	0.181	1.183	0.776	0.406	0.872	0.626	0.245	794.441
omega_2519_1_0	omega_2519_1	35d9638938cf703fa73b9575277d3eb1	0.711	0.546	0.166	1.234	0.819	0.415	0.836	0.62	0.216	784.791
omega_1994_6_0	omega_1994_6	d9d04680903b1d73cdfa33e290067150	0.711	0.533	0.178	1.27	0.869	0.402	0.822	0.58	0.242	730.255
omega_565_1_0	omega_565_1	906125e350da421d090bc721e7e3b79e	0.711	0.537	0.174	1.064	0.748	0.316	0.934	0.656	0.278	835.175
omega_1350_24_0	omega_1350_24	700cad5db5083f3f71bc2dc3c09e8ab1	0.711	0.553	0.158	1.178	0.796	0.382	0.856	0.644	0.212	816.338
omega_2684_39_0	omega_2684_39	47b36ea17c64a8ede1541d366e6e7c9a	0.71	0.592	0.118	1.159	0.831	0.328	0.829	0.673	0.156	854.326
omega_1120_2_0	omega_1120_2	98935cd0b5ec17f821df5b3e9c400a2d	0.71	0.618	0.092	1.078	0.816	0.262	0.843	0.719	0.124	914.976
omega_1345_21_0	omega_1345_21	0d8756f0c74ad0f14a82ce38a765e0f6	0.71	0.565	0.145	1.039	0.777	0.262	0.92	0.674	0.246	858.166
omega_1980_38_0	omega_1980_38	df78f2976cb915f85321aa55b83d9b59	0.71	0.631	0.079	1.037	0.854	0.183	0.83	0.708	0.122	898.849
omega_2048_1_0	omega_2048_1	ae0c725d550536aa942135cf8d937eec	0.71	0.59	0.12	1.262	0.91	0.352	0.781	0.627	0.154	789.48
omega_628_8_0	omega_628_8	cabb5fcec0b843dc7580d027fef3fa3a	0.71	0.514	0.196	1.302	0.837	0.464	0.824	0.571	0.253	719.791
omega_1590_2_0	omega_1590_2	5ff9b9ac02c2937f13bfe290065217cf	0.71	0.513	0.197	1.344	0.846	0.499	0.811	0.566	0.245	712.739
omega_295_3_0	omega_295_3	1eb67be69e0b17e859ea1c3cc4393ef9	0.71	0.555	0.155	1.288	0.931	0.357	0.794	0.579	0.215	726.427
omega_1546_13_0	omega_1546_13	16e76d9a1f9de2f80bb3f9a0dea66f01	0.71	0.582	0.128	1.388	0.999	0.39	0.742	0.582	0.16	729.486
omega_2504_21_0	omega_2504_21	bf089788c45a69eeae690ee0519654f9	0.709	0.528	0.181	1.104	0.763	0.341	0.911	0.632	0.28	802.265
omega_1165_38_0	omega_1165_38	6c3634ead7e37e2cb39343deace60572	0.709	0.447	0.262	0.911	0.528	0.383	1.199	0.745	0.453	978.077
omega_586_3_0	omega_586_3	b2399190105b6e690808754251964846	0.709	0.559	0.15	1.197	0.869	0.328	0.827	0.611	0.216	770.129
omega_1889_36_0	omega_1889_36	db326a98033657921bf269e2c2980e93	0.709	0.567	0.142	1.278	0.904	0.374	0.789	0.603	0.187	758.656
omega_605_2_0	omega_605_2	9547a15cc85a6496893dc07e7865e08f	0.709	0.545	0.164	1.092	0.777	0.315	0.9	0.646	0.254	820.406
omega_1244_1_0	omega_1244_1	5372ba1a6e1c91818bea82eaafe2ff8d	0.708	0.575	0.133	1.021	0.785	0.237	0.916	0.683	0.233	869.68
omega_3389_1_0	omega_3389_1	5dcc1110681cc497e3fed05bf23ab72a	0.708	0.521	0.187	1.117	0.733	0.383	0.91	0.642	0.268	817.934
omega_224_27_0	omega_224_27	db8aacc0ae5bc0511e8956a852113bc0	0.708	0.531	0.177	1.427	0.909	0.518	0.773	0.561	0.212	703.841
omega_1643_29_0	omega_1643_29	6ad183412522af8ef85ed070f59c2c68	0.708	0.486	0.222	0.96	0.592	0.368	1.09	0.731	0.359	948.849
omega_498_29_0	omega_498_29	8de01928eaf1babcbc3a88b8a4bbd629	0.708	0.639	0.068	1.076	0.883	0.192	0.794	0.698	0.096	884.786
omega_653_36_0	omega_653_36	632f2ed693004cc551531c520c7c4474	0.708	0.542	0.166	1.062	0.743	0.319	0.924	0.667	0.257	849.815
omega_1402_1_0	omega_1402_1	9c34a00fc62d9d9d4c50b38cfd4472a7	0.708	0.539	0.168	1.367	0.919	0.448	0.779	0.566	0.212	710.651
omega_1735_1_0	omega_1735_1	5f2f72905abe5ad6d5a1c1db3ef062ec	0.708	0.569	0.139	1.2	0.881	0.319	0.814	0.617	0.197	777.454
omega_1051_50_0	omega_1051_50	9c810a31c40d5182a396b8a9d7694b6a	0.708	0.485	0.223	1.224	0.704	0.52	0.889	0.609	0.28	774.907
omega_3424_14_0	omega_3424_14	a3f070ca7d7432d76f791c2589bc40d2	0.708	0.656	0.051	1.089	0.977	0.112	0.753	0.667	0.086	840.142
omega_2594_5_0	omega_2594_5	30462f0744ac5da9ca64457382c821a5	0.707	0.485	0.222	0.928	0.576	0.351	1.131	0.754	0.377	983.169
omega_1635_2_0	omega_1635_2	c1e78530cbda6e81962dab2daf70177d	0.707	0.56	0.147	0.986	0.74	0.246	0.965	0.698	0.268	891.281
omega_1690_11_0	omega_1690_11	39f8d572b6abc02401b489c3109e3d75	0.707	0.58	0.127	1.124	0.848	0.276	0.839	0.647	0.191	818.951
omega_1215_20_0	omega_1215_20	68da366f909deb13f8a86c15022c4eec	0.707	0.485	0.222	0.893	0.599	0.294	1.194	0.717	0.477	929.345
omega_667_19_0	omega_667_19	5b4ceb118970758440e56663c70ff26d	0.707	0.566	0.141	1.172	0.858	0.315	0.829	0.625	0.204	788.646
omega_1447_3_0	omega_1447_3	053aefb4cfbd86a7ddf0b1b677bf9e35	0.707	0.498	0.209	1.073	0.703	0.37	0.955	0.631	0.324	804.591
omega_1117_32_0	omega_1117_32	b9c12bde88f6fd13b677fece562c23e8	0.707	0.562	0.145	1.039	0.745	0.294	0.918	0.695	0.222	888.212
omega_195_8_0	omega_195_8	88a751c0c8c26fa2b0c4f381b7056d46	0.707	0.53	0.177	1.428	0.961	0.467	0.763	0.542	0.222	677.915
omega_1147_2_0	omega_1147_2	4e265bc39668b4c36dd239ae11db31dc	0.707	0.547	0.16	1.215	0.879	0.336	0.825	0.591	0.234	744.584
omega_1700_40_0	omega_1700_40	213203104cddd776bf2e6f5f1e9685a9	0.707	0.553	0.154	1.11	0.779	0.331	0.879	0.656	0.223	833.881
omega_2133_33_0	omega_2133_33	55c2cd3fcd58bc0bcfad9603a0a92581	0.706	0.525	0.182	1.485	0.91	0.576	0.763	0.554	0.21	694.544
omega_711_5_0	omega_711_5	24a136a0ae677da07baaf1b152eb465b	0.706	0.548	0.158	1.32	0.924	0.396	0.783	0.574	0.209	720.178
omega_2974_1_0	omega_2974_1	d2a7e85e5d0b230246d34052429c4e7e	0.706	0.541	0.165	1.258	0.895	0.363	0.81	0.578	0.232	726.751
omega_1659_48_0	omega_1659_48	067cdce9713248b13386826bcc678222	0.706	0.514	0.192	1.228	0.769	0.459	0.856	0.608	0.248	770.388
omega_1918_2_0	omega_1918_2	5f1e661908270877354197c584be8de5	0.706	0.517	0.189	1.287	0.843	0.445	0.82	0.573	0.247	721.282
omega_1305_1_0	omega_1305_1	730c2838406ad7c737ea95b35c251684	0.706	0.536	0.17	1.398	0.968	0.43	0.765	0.546	0.219	682.984
omega_2651_1_0	omega_2651_1	b7c49bdc79890d8037ff8936261b7c19	0.706	0.497	0.209	1.002	0.635	0.367	1.022	0.696	0.326	897.468
omega_1914_9_0	omega_1914_9	d7d25a808a06422691596cd47de5e1da	0.706	0.52	0.185	1.224	0.777	0.447	0.852	0.612	0.24	775.357
omega_33_9_0	omega_33_9	c612298db6f9faf8dc3b016c8e1ccebe	0.706	0.526	0.18	0.905	0.605	0.3	1.111	0.801	0.31	1045.69
omega_3442_12_0	omega_3442_12	4aa836822261731c6edad620c29360fc	0.705	0.565	0.141	1.162	0.837	0.325	0.833	0.634	0.199	802.544
omega_634_2_0	omega_634_2	475c8bc86bac34a921de1c76c0994955	0.705	0.504	0.201	1.497	0.939	0.558	0.76	0.521	0.239	652.274
omega_1721_28_0	omega_1721_28	f2436a20b32080290ea9af173a3a768d	0.705	0.601	0.104	1.107	0.863	0.244	0.818	0.664	0.154	840.307
omega_2012_30_0	omega_2012_30	da96466d2d5ec449a3316871b2faea01	0.705	0.488	0.217	0.898	0.562	0.336	1.167	0.788	0.379	1032.762
omega_173_41_0	omega_173_41	551aa79f429efec4a9f76ae1a71bc7d5	0.704	0.537	0.168	1.323	0.784	0.539	0.826	0.63	0.196	798.946
omega_983_35_0	omega_983_35	4cc9911bd40b317d595c16914650ab16	0.704	0.506	0.199	0.921	0.609	0.311	1.103	0.749	0.354	973.032
omega_1449_1_0	omega_1449_1	abffb7354b1b97cd8a80cb8ccd0f4806	0.704	0.558	0.146	1.138	0.861	0.277	0.85	0.613	0.237	773.463
omega_2019_22_0	omega_2019_22	8dce448a157256c5f1fbfd77128fae05	0.704	0.503	0.201	0.91	0.585	0.325	1.128	0.783	0.345	1023.298
omega_960_1_0	omega_960_1	16ec8c2e087bca5c9b366d8e7faf6e43	0.704	0.578	0.126	1.335	0.968	0.367	0.75	0.589	0.162	738.863
omega_1651_15_0	omega_1651_15	1939451c40bd5f79a8e78936864cf668	0.704	0.463	0.241	0.931	0.567	0.365	1.131	0.718	0.414	933.559
omega_351_7_0	omega_351_7	66ebbe5989aa4c5842cdbae88511d03e	0.704	0.471	0.233	1.381	0.844	0.537	0.807	0.516	0.291	647.258
omega_1730_9_0	omega_1730_9	ecd5ea947740bf5aee318a83efc0c3f4	0.704	0.541	0.163	1.286	0.925	0.361	0.794	0.566	0.229	709.954
omega_964_4_0	omega_964_4	59ad7ba6c05e8a4e77259bdec2ffce14	0.704	0.487	0.217	1.375	0.839	0.536	0.804	0.537	0.267	675.068
omega_914_2_0	omega_914_2	c3c15aa6b08eaf182767520e4fa8b746	0.704	0.562	0.141	1.233	0.89	0.342	0.798	0.604	0.194	761.029
omega_3120_1_0	omega_3120_1	a9bb2a39af1f44d3ac0927c381054b4a	0.703	0.529	0.175	1.03	0.716	0.314	0.951	0.669	0.283	853.788
omega_1767_3_0	omega_1767_3	824aba66c5943248cece1fa4a095d8cd	0.703	0.572	0.132	1.173	0.842	0.332	0.82	0.641	0.179	810.788
omega_497_17_0	omega_497_17	a0891e3bc968a8d443f3c5c533e93514	0.703	0.512	0.191	1.303	0.879	0.424	0.809	0.551	0.259	691.854
omega_390_46_0	omega_390_46	57aa5b8efc76bcc20854df34673b5f1c	0.703	0.595	0.108	1.009	0.808	0.201	0.883	0.693	0.19	881.246
omega_1390_41_0	omega_1390_41	e741cbe3f522d34713d478e1d3aeb1bc	0.703	0.51	0.193	0.95	0.621	0.33	1.059	0.741	0.318	959.577
omega_336_27_0	omega_336_27	7c4bae5567132f94f7fc78555b9713bc	0.703	0.471	0.232	0.874	0.537	0.338	1.219	0.794	0.425	1045.43
omega_1376_22_0	omega_1376_22	a5af9a00b08f5b0b5d7d9cbdde5f706d	0.703	0.519	0.184	1.403	0.937	0.467	0.77	0.538	0.232	673.768
omega_1667_22_0	omega_1667_22	2cea7099e2f1af895bd457e0ab885138	0.703	0.506	0.197	1.065	0.716	0.348	0.944	0.633	0.311	805.965
omega_908_5_0	omega_908_5	c9f7f27ce80cd5e50447e77e16c7eb78	0.703	0.577	0.125	1.159	0.845	0.314	0.818	0.646	0.173	817.005
omega_2154_38_0	omega_2154_38	cffb033a8a8bafb9fdd1a6fb5b9b15ed	0.703	0.545	0.157	1.139	0.78	0.359	0.863	0.645	0.218	818.69
omega_1085_16_0	omega_1085_16	5d9ca74f1f7c617546e3cf3c98145b4e	0.702	0.567	0.136	1.04	0.771	0.27	0.896	0.681	0.215	867.719
omega_1133_1_0	omega_1133_1	cfbd163904c9185afc06c54156e99842	0.702	0.566	0.137	1.353	0.965	0.387	0.752	0.577	0.174	724.11
omega_2466_7_0	omega_2466_7	e8f2c05dd0a4923432c0bf3223a5326c	0.702	0.601	0.102	0.963	0.792	0.171	0.914	0.714	0.2	909.974
omega_552_25_0	omega_552_25	c394c7bbc450eca85129d591c55e8460	0.702	0.565	0.137	0.954	0.701	0.253	0.976	0.745	0.231	957.995
omega_3254_1_0	omega_3254_1	b38987d49258e3b080526961e5f5c9f6	0.702	0.524	0.178	1.416	0.983	0.434	0.761	0.529	0.232	661.289
omega_2334_10_0	omega_2334_10	729002a6c9801921609cb244d7c5ad5a	0.702	0.544	0.158	1.124	0.788	0.337	0.866	0.638	0.229	808.922
omega_855_6_0	omega_855_6	f0ae4206c5f3e0cc225a8014c4ee6655	0.702	0.466	0.236	0.984	0.619	0.365	1.053	0.653	0.399	840.133
omega_3443_19_0	omega_3443_19	4a6b04662508669e3c989646d2c313d1	0.702	0.58	0.122	0.978	0.736	0.241	0.929	0.732	0.197	937.948
omega_2839_48_0	omega_2839_48	71defcf2b9d1c93dcd5c821164380219	0.701	0.538	0.163	0.851	0.59	0.261	1.163	0.859	0.305	1129.597
omega_2880_6_0	omega_2880_6	834a72894f39c232c21d758e83c90e41	0.701	0.557	0.145	1.171	0.778	0.393	0.848	0.662	0.186	841.105
omega_2648_41_0	omega_2648_41	20cef5491554d92ed81c2828af4c08d7	0.701	0.584	0.117	1.154	0.856	0.298	0.809	0.647	0.162	818.625
omega_3248_2_0	omega_3248_2	0a63399b74156b030ef918294ca51f7d	0.701	0.589	0.112	1.112	0.86	0.252	0.819	0.652	0.167	824.615
omega_441_10_0	omega_441_10	18df2c6a7ad1d1452dab7f6b697da7cc	0.701	0.562	0.139	1.189	0.9	0.289	0.81	0.6	0.21	754.921
omega_401_1_0	omega_401_1	dca99cd535c7fb6c71b858d1be2e29b1	0.701	0.535	0.166	1.21	0.795	0.415	0.836	0.62	0.216	785.605
omega_1551_22_0	omega_1551_22	4aaf140fc53dc6c126508ad51252516c	0.7	0.504	0.196	1.305	0.839	0.466	0.811	0.558	0.253	702.657
omega_1536_36_0	omega_1536_36	26bd06423a62338c2966a552eb437f86	0.7	0.512	0.188	1.102	0.771	0.331	0.908	0.604	0.304	764.823
omega_3218_34_0	omega_3218_34	847dc468e2f0e729241d5bb45a257f08	0.7	0.592	0.109	1.047	0.828	0.219	0.852	0.675	0.177	856.159
omega_1309_1_0	omega_1309_1	b10c05c28de0fff52e0a87e2e20b11a3	0.7	0.564	0.137	1.305	0.963	0.343	0.761	0.576	0.185	722.372
omega_2010_13_0	omega_2010_13	821bcbacfa358da13a0700b2533d302c	0.7	0.54	0.16	1.315	0.888	0.426	0.783	0.579	0.204	728.123
omega_2645_1_0	omega_2645_1	f9bc48a79b5208d3ce96511963fbde0e	0.7	0.491	0.209	0.996	0.684	0.312	1.023	0.635	0.388	810.892
omega_2924_36_0	omega_2924_36	68bf0c09f324a446898b1d592a981e10	0.7	0.559	0.141	1.143	0.815	0.328	0.838	0.64	0.197	811.334
omega_3322_13_0	omega_3322_13	b1422469a9a44469d973f0f43d8145d8	0.7	0.52	0.18	0.903	0.607	0.296	1.099	0.784	0.315	1021.108
omega_2820_4_0	omega_2820_4	1eba8979be5c806ebc3a1cc75e5f5fca	0.7	0.564	0.136	0.98	0.711	0.268	0.947	0.731	0.216	938.09
omega_2670_46_0	omega_2670_46	8a029aa096ff936824914fad577732d9	0.699	0.534	0.166	1.291	0.897	0.395	0.791	0.569	0.222	714.51
omega_3136_37_0	omega_3136_37	90ac6671bab3910528b795754056076d	0.699	0.608	0.091	1.114	0.883	0.231	0.792	0.662	0.13	836.813
omega_3388_2_0	omega_3388_2	008f0b0a96437814a3e193544714e5e2	0.699	0.497	0.202	1.324	0.913	0.411	0.806	0.522	0.284	653.509
omega_453_31_0	omega_453_31	e4662d77460d8fb20865bf505f761c1d	0.699	0.528	0.171	1.184	0.833	0.351	0.841	0.591	0.25	745.458
omega_2526_21_0	omega_2526_21	8f306e01641f78827fa2dcb8370ba896	0.699	0.514	0.185	1.337	0.852	0.485	0.795	0.565	0.23	710.891
omega_1130_20_0	omega_1130_20	b5f82d5435b075a7b1914f00bdd7cabc	0.699	0.561	0.139	1.161	0.84	0.321	0.824	0.628	0.196	793.307
omega_2272_50_0	omega_2272_50	abb1a83788ede0fd8bd89e792ee90f83	0.699	0.518	0.181	1.226	0.824	0.402	0.83	0.583	0.247	734.873
omega_2002_32_0	omega_2002_32	187102bd54801427345502fdcaeca60f	0.699	0.527	0.171	1.298	0.909	0.389	0.791	0.557	0.234	698.799
omega_3064_1_0	omega_3064_1	454035debb2baeeb141911601d48b7d7	0.698	0.536	0.162	1.124	0.772	0.352	0.869	0.638	0.231	809.524
omega_1645_1_0	omega_1645_1	723344a02e0f33b034f694da82a49b1e	0.698	0.576	0.123	1.112	0.854	0.257	0.828	0.638	0.19	807.019
omega_3402_38_0	omega_3402_38	99d8db0904966dd0d973c9892194a948	0.698	0.526	0.173	0.964	0.64	0.325	1.016	0.747	0.269	966.47
omega_259_19_0	omega_259_19	d2b90a761080ea91d188a79c2987ca28	0.698	0.527	0.171	0.929	0.622	0.306	1.054	0.776	0.278	1008.213
omega_341_1_0	omega_341_1	67148c04b564f52bba6f3d01330243b7	0.698	0.512	0.186	1.192	0.807	0.384	0.849	0.583	0.266	736.005
omega_2690_9_0	omega_2690_9	cde1c50cfe2213ec1e2aee415bc966b7	0.698	0.521	0.177	1.077	0.79	0.287	0.92	0.605	0.315	765.237
omega_1815_30_0	omega_1815_30	fd34b3f7939c5646d73abab202754c43	0.697	0.576	0.121	1.204	0.952	0.252	0.783	0.594	0.189	745.295
omega_2939_1_0	omega_2939_1	76d13b06589ce6483005542dfd83e5e5	0.697	0.557	0.14	1.11	0.834	0.276	0.848	0.627	0.221	793.002
omega_2055_2_0	omega_2055_2	15c681f43c9d86e7578ee3ed48d1922b	0.697	0.517	0.18	1.107	0.751	0.356	0.891	0.623	0.268	791.669
omega_2293_2_0	omega_2293_2	94c6d374776b41d9c24028d61417c356	0.697	0.461	0.236	1.21	0.866	0.344	0.925	0.497	0.428	621.809
omega_1108_43_0	omega_1108_43	7da896dd90146f712e39f4ea77dcc20f	0.697	0.579	0.118	1.124	0.866	0.257	0.815	0.635	0.18	802.618
omega_2171_39_0	omega_2171_39	7916fa0c109af50eea5bcc460a06bcbd	0.697	0.584	0.113	1.093	0.803	0.29	0.837	0.681	0.156	865.971
omega_2057_4_0	omega_2057_4	5ae1d76775b3324869a03567bd8c31d5	0.697	0.585	0.112	1.045	0.815	0.23	0.853	0.674	0.179	855.729
omega_1331_1_0	omega_1331_1	bf7a6867c400d697432772d864253a95	0.696	0.553	0.143	1.038	0.783	0.256	0.899	0.653	0.245	829.973
omega_1782_14_0	omega_1782_14	609750a1fb2ad46bb942951d34a10b2a	0.696	0.557	0.139	1.188	0.837	0.351	0.812	0.625	0.187	789.614
omega_2954_11_0	omega_2954_11	51edc3c02e0de1d225d5c8873da5a15c	0.696	0.552	0.144	1.077	0.781	0.296	0.872	0.653	0.219	829.093
omega_3271_1_0	omega_3271_1	3411bbf59605dd522440b28e0bc10625	0.696	0.573	0.123	1.01	0.764	0.246	0.893	0.696	0.197	888.173
omega_3205_6_0	omega_3205_6	36e1d469f5a14678c7061e3b8ad21040	0.696	0.495	0.2	1.406	0.965	0.441	0.773	0.505	0.269	630.082
omega_1500_12_0	omega_1500_12	6de1b7c79aaddd9f4b68d334d62acd2d	0.696	0.468	0.227	1.58	0.857	0.723	0.757	0.508	0.249	636.799
omega_3260_41_0	omega_3260_41	2ac2f8234ec6aa45b4ecf66282bec08c	0.695	0.496	0.199	1.136	0.769	0.367	0.886	0.583	0.303	737.6
omega_788_21_0	omega_788_21	4ba73409c829aadd088f1094cce6e2ed	0.695	0.495	0.2	1.31	0.796	0.514	0.814	0.567	0.247	715.25
omega_2978_13_0	omega_2978_13	ed62f2c5112936222851ff17b4a3930a	0.695	0.54	0.155	1.199	0.894	0.305	0.816	0.577	0.239	725.297
omega_770_31_0	omega_770_31	a3bd39f4233bd2f1b07178eb4acc1d6e	0.695	0.53	0.165	1.137	0.762	0.374	0.862	0.635	0.227	806.301
omega_3134_4_0	omega_3134_4	a3a4c2655071da7948cca4a1b5479bab	0.695	0.529	0.166	1.402	0.932	0.47	0.754	0.55	0.204	689.636
omega_2086_2_0	omega_2086_2	00dfee4c5b0475d159a92c9596907cfc	0.694	0.535	0.16	0.989	0.724	0.265	0.958	0.671	0.286	857.132
omega_3468_18_0	omega_3468_18	f6679d362bd210cf76a2c212751c827c	0.694	0.518	0.176	1.046	0.719	0.327	0.926	0.65	0.276	828.164
omega_3006_2_0	omega_3006_2	682d5f88a2ef3b3c2f78bbbad21c43db	0.694	0.513	0.181	1.282	0.878	0.405	0.799	0.552	0.247	693.415
omega_990_20_0	omega_990_20	01031af5738b0e434ec1f6dbba5d79ff	0.694	0.493	0.201	0.878	0.563	0.315	1.155	0.798	0.356	1047.684
omega_2188_43_0	omega_2188_43	45a776d062a6bfd13a6b4063cfd4ccdb	0.694	0.504	0.189	0.941	0.62	0.321	1.046	0.73	0.315	945.525
